種類,公司類型,招聘職位,薪金,公司名稱,學歷,經驗/技能,職責
會計文員,建築工程,會計助理,"$12,000/按月",鴻業建築工程有限公司,"高等教育,大專程度或以上,廣東話良好;普通話良好;英語良好",1年相關工作經驗,1.會使用會計軟件。2.會做電子中/英文賬。3.日常流水賬目。4.會使用電腦及辦公軟件。
會計文員,醫療及衛生服務,會計文員,"$12,000-$18,000/按月",DR MAC國際醫療中心有限公司,"高等教育,會計,廣東話良好;普通話良好;略懂葡語;英語一般","3年相關工作經驗;職業技能:Excel, Word",1) 為集團各業務編制財務報表; 2) 財務報表數據分析; 3) 負責處理日常單據賬目往來、銀行及政府部門文件; 4) LCC中級文憑或大專學歷以上程度； 5) 需要外勤交收重要文件； 6) 懂澳門會計制度，有經驗者優先； 7) 持澳門身份證，薪金面議.
會計文員,建築工程,會計助理,"$12,000/按月",鴻業工程,"高等教育,廣東話良好;普通話良好;英語良好",1年相關工作經驗,1.會使用會計軟件。2.會做電子中/英文賬。3.日常流水賬目。4.會使用電腦及辦公軟件。
會計文員,,ASSISTANT OFFICER (ACCOUNTING),"$12,000-$15,000/按月",TTI PARTNERS SPC-SUCURSAL DE MACAU,"高等教育,Majoring in Finance or Account,廣東話良好","職業技能:Proficient in MS Word, Excel and Chinese Word Processing","Handle daily data input, filing and general accounting duties"
會計文員,地產公司,會計員,"$12,000-$14,000/按月",安世地產(澳門)有限公司,"高中教育,廣東話良好;略懂普通話;英語一般","3年相關工作經驗;職業技能:主修財務, 熟悉會計軟件之應用",
會計文員,倉儲及旅遊服務,會計文員,"$12,000-$16,000/按月",飛萬里旅行社,"高等教育,大學及以上學歷,廣東話良好;普通話良好;略懂葡語;英語良好",5年相關工作經驗,協助編制內部報表和管理公司賬目； 編制及分析財務報表，協助進行審計工作； 審批各項發票或支票； 持會計，商科學位優先 具有高度的責任心，主動勤力，工作嚴謹細緻，具備良好的團隊精神、職業素養和較強的抗壓能力； 熟悉MS Office，必須需具備良好中英文聽寫能力； 熟悉澳門審計以及報稅。
會計文員,物業管理公司,會計文員,"$12,000-$15,000/按月",旭日-物業設施管理有限公司,"高中教育,需具備 LCCI高級會計證書或會計學士學位,廣東話良好;普通話一般;英語一般","3年相關工作經驗;專業資格:具良好溝通，團隊合作精神及能獨立處事2.需備良好電腦操作知識,包括EXCEL及會計電腦軟件",1.負責財務部日常會計運作及收支帳目管理；2.需獨立處理全盤帳目；3.按照公司要求建立財務管理規範，財務報表及稅務申報等；4.協助制備財務報表及財務分析資料。
會計文員,建築工程,會計文員,"$12,000-$18,000/按月",怡東工程有限公司,"高中教育,大專以上學歷,廣東話良好;普通話良好;英語一般",3年相關工作經驗;職業技能:具澳門駕駛執照優先考慮;專業資格:熟悉MS OFFICE操作及會計軟件,1.製作有關各項費用支付之發票、單據及帳務處理；2.報表編寫如:資產負債表/損益表、利潤分配表、現金流量表、工程損益表、預算控制、成本分析等；3.會計傳票帳務作業、結算廠商請款付款作業；4.統整應收應付款項帳務，發票開立等
會計文員,博彩業,會計文員,"$11,000-$16,000/按月",澳門彩票有限公司,"高中教育,高中,廣東話良好;普通話一般;英語良好",2年相關工作經驗;職業技能:熟悉MS Office操作及會計軟件。中英文輸入,一般文書工作、會計工作及負責處理公司總帳/部門內部財務或會計帳目；跟進每週、每月及季度中英文報告等(中文及英文)
會計文員,地產業,會計文員,"$10,000/按月",好來屋網絡地產有限公司,"高中教育,高中程度,廣東話良好",2年相關工作經驗;專業資格:熟悉會計知識 電腦軟件,協助全盤會計 整理賬單、報表 報盤
會計文員,航空公司,General Accounting Assistant,"$10,000/按月",AIR MACAU COMPANY LTD.,"高等教育(College or above education),廣東話良好;普通話一般;英語良好",專業資格:Familiar with PC operaions (such as EXCEL and WORD); LCC intermediate or above;,General Accounting
會計文員,航空公司,REVENUE ACCOUNTING ASSISTANT,"$10,000/按月",AIR MACAU COMPANY LTD.,"高等教育(University graduate),廣東話良好;普通話一般;英語良好","專業資格:Fluent in window & routers application, experience of stock control system, flexibility, information seeking.","Account to finance procedures, to assist the outstation on passenger and cargo sales return timely submission and accounting records checking"
協調推廣員,安老院,活動協調員,"$12,600-$12,900/按月",聖方濟各安老院,"高中教育,廣東話良好",專業資格:具良好溝通技巧，性格開朗主動，有耐性，可獨立工作,負責活動之策劃，執行及協調，文書處理及一般日常工作
協調推廣員,社福及社團服務,活動協調員,"$12,600-$12,900/按月",伯大尼安老院,"高中教育,廣東話良好",專業資格:良好溝通技巧，性格開朗主動，有耐性，可獨立工作,負責活動之策劃，執行及協調，文書處理及一般日常工作
協調推廣員,護養院,活動協調員,"$12,600-$12,900/按月",黑沙環明暉護養院,"高中教育,廣東話良好",2年相關工作經驗;專業資格:具良好溝通技巧，性格開朗主動，有耐性，可獨立工作,負責活動之策劃，執行及協調，文書處理及一般日常工作
協調推廣員,建築公司,項目協調員,"$12,500-$12,800/按月",卓盈工程及顧問有限公司,"高等教育,廣東話良好;普通話良好;英語良好",2年相關工作經驗,與客戶洽談、協商有關工程之事宜
協調推廣員,文娛及康體服務業,活動協調員,"$12,000-$13,500/按月",藝竹有限公司,"高等教育,廣東話良好;普通話良好;葡語一般;英語良好",3年相關工作經驗,協助舉辦各項活動
協調推廣員,科技諮詢工程,項目協調員,"$12,000/按月",滬通科技諮詢工程一人有限公司,"高等教育,電腦應用相關專業,廣東話良好;略懂普通話;英語一般",5年相關工作經驗;專業資格:有智慧城市、大資料分析平臺、指揮調度系統、物聯網、GIS專案管理的經驗優先，持PMP，PRINCE2資格證,1、負責大資料和視覺化項目/項目集的整體統籌及進度推進，包括項目售前，實施以及運營階段的統籌協調； 2、能夠與客戶有效溝通，充分理解和整合客戶需求與流程、參與設計與展示工作；負責項目中各合作方的協調；
協調推廣員,基金會,基金會事務協調員,"$12,000-$15,000/按月",鈴戈藝術基金會,"高等教育,大專程度或以上,略懂廣東話;略懂普通話;略懂葡語;略懂英語",1年相關工作經驗,從事基金會事務協調等工作
文員,電腦公司,IT Presales Engineer IT售前服務技術員,"$30,000-$40,000/按月",CSA AUTOMATED (MACAU) LTD,"高等教育,廣東話良好;英語一般",5年相關工作經驗;專業資格:Sound IT knowledge on business solution designs and implementation,"To execute full spectrum of IT presales cycle support - client visits for requirement collection & analysis, proposal/tender preparation, solution presentation & project implementation"
文員,批發,倉務主管,"$28,000/按月",滙昌市場拓展(澳門)有限公司,"高等教育,廣東話良好;普通話一般;英語良好","10年相關工作經驗;專業資格:良好的電腦知識, 熟悉WMS和ERP系統優先",負責醫藥、保健產品及食品倉庫的日常運營及庫存控制; 監督及妥善安排物流以協調日常運作; 回應客戶的投訴及撰寫報告; 每月，每季提供準確和更新的交易記錄等。培訓下屬使用系統等
文員,建築,預算師（工民建）,"$25,000/按月",查理斯通工程技術與顧問有限公司,"高等教育,工民建、土木工程、工程造價相關專業,廣東話良好;普通話良好;葡語良好;英語一般",3年相關工作經驗;專業資格:具有預算員證或者造價師證，熟悉國家有關財務與工程項目預決算管理政策、規定及標準，需安排出差,負責項目成本的預結算工作，有效掌握項目成本的支出；負責收集、匯總專業成本信息數據，建立成本信息庫；參與項目拓展階段的工作，進行項目可研階段的成本估算；審核專業內成本匡算、概算、概算修正和預算等。
文員,,培訓導師,"$20,000-$30,000/按月",楓林教育中心,"高等教育,略懂廣東話;略懂普通話;略懂英語","10年相關工作經驗;職業技能:對手工工皂有深入的研究及成就, 有出版相關書籍",培訓指導及傳授製作手工皂技巧知識並授於合資格學員相關的証書
文員,旅行社,韓語文員,"$20,000-$30,000/按月",錦澳旅行社,"高等教育,大專程度或以上,廣東話良好;普通話一般;其他語言:韓語A",2年相關工作經驗,負責韓語文書的工作。
文員,prestação de serviços de logística e relativo a instalação de mobiliário,倉務員,"$18,500/按月",TKHS集團有限公司,"高中教育,廣東話一般;英語良好",5年相關工作經驗,負責倉庫營運及送貨車輛管理；負責庫存管理，包括收發貨物、包裝貨物；處理倉庫文件及記錄數據，並向主管匯報；與客戶保持良好關係，協助貨運主管處理問題和投訴；組織貨物進出倉庫；搬運貨物
文員,保安公司,文員,"$16,000/按月",澳門保安有限公司,"高等教育,大學學歷或以上,廣東話良好;普通話一般;英語良好",3年相關工作經驗;專業資格:熟悉民航航空保安範疇優先,負責日常文書工作，以及協助上司完成各項事務。
文員,博彩業,資料分析員,"$15,000-$17,000/按月",澳門彩票有限公司,"高中教育,高中,廣東話良好;普通話一般;英語良好",2年相關工作經驗;職業技能:熟悉MS Office操作及中英文輸入;專業資格:熟悉足籃球運動及賽事資訊,負責資料搜集及輸入； 針對數據資料進行分析，提供月度、年度報表，中英文資料翻譯工作； 提供準確的賽事資訊、時間及賽果
文員,建築,倉管員,"$15,000-$16,000/按月",新方盛建築工程一人有限公司,"職業技術教育,倉儲管理,廣東話良好;普通話一般",3年相關工作經驗;職業技能:熟悉使用Office等辦公軟件,準確認真做好公司建築材料、工具、器械的賬務記錄工作；做好材料分類擺放及保管工作；負責驗收項目工程物料；做好工程竣工材料匯總；了解各項目物料資源情況，根據財務及採購部門的物資採購成本，制定採購計劃；
文員,工程公司,工程測量員,"$15,000/按月",碁業工程顧問有限公司,"高等教育,廣東話良好;普通話一般",3年相關工作經驗;專業資格:有工程造價員資格,施工現場計量，工程量計算，分析工程造價組成，并編制標底，辦理工程結算，整理各項結算資料。
